WorkerId,item,construction,theme_length,theme_definiteness,recip_length,recip_definiteness,acceptability,sentence
12,11,do,short,definite,long,definite,5,The nurse mailed the patient who had some blood work done the report.
14,13,do,short,definite,long,definite,3,The boss offered the employee who had been working for many years the raise.
18,7,do,long,indefinite,long,indefinite,1,The student showed a classmate who was studying for a final a report that she had written for a class.
22,5,po,long,indefinite,short,definite,5,The doctor handed the form that contained patient information to a nurse.
8,4,do,short,indefinite,short,definite,2,The lawyer sent a client the message.
23,2,do,short,definite,short,definite,4,The quarterback threw the teammate the football.
29,1,po,long,definite,short,definite,5,The waiter handed the cup that was full of water to the customer.
11,13,do,short,indefinite,short,definite,5,The boss offered an employee the raise.
17,3,do,long,indefinite,long,definite,4,The mailman delivered a professor who lived in an apartment the package that contained a book.
41,13,po,long,definite,long,indefinite,5,The boss offered a raise that was long overdue to the employee who had been working for many years.
32,13,do,short,indefinite,long,indefinite,4,The boss offered an employee who had been working for many years a raise.
54,8,po,long,definite,long,indefinite,4,The child kicked a ball that was on the grass to the playmate who was several feet away.
10,14,do,long,definite,long,indefinite,3,The teacher taught the student who had a strong singing voice a song that was very catchy.
34,4,do,long,definite,long,definite,3,The lawyer sent the client who was awaiting trial the message that contained confidential information.
52,9,po,long,indefinite,long,indefinite,4,The spy told a secret that was highly sensitive to an agent who was working for a foreign government.
14,0,do,long,definite,short,indefinite,1,The man gave the woman a book that was about birds.
15,11,do,long,indefinite,long,indefinite,3,The nurse mailed a patient who had some blood work done a report that was about the test results.
43,9,do,short,definite,short,indefinite,5,The spy told the agent a secret.
31,12,po,short,indefinite,long,indefinite,5,The librarian loaned a novel to a retiree who was looking for reading material.
18,8,do,long,indefinite,short,definite,2,The child kicked a playmate the ball that was on the grass.
53,12,po,long,indefinite,long,indefinite,4,The librarian loaned a novel that was about the future to a retiree who was looking for reading material.
21,8,po,short,indefinite,long,indefinite,4,The child kicked a ball to a playmate who was several feet away.
48,9,po,long,definite,long,definite,3,The spy told the secret that was highly sensitive to the agent who was working for a foreign government.
39,2,do,short,definite,long,definite,2,The quarterback threw the teammate who was in the endzone the football.
2,13,po,short,indefinite,long,indefinite,4,The boss offered a raise to an employee who had been working for many years.
29,14,po,long,indefinite,short,indefinite,5,The teacher taught a song that was very catchy to a student.
30,8,po,short,indefinite,long,definite,5,The child kicked the ball to a playmate who was several feet away.
44,15,po,long,definite,short,indefinite,5,The salesman sold a car that had a lot of miles to the teenager.
4,2,po,long,definite,short,definite,5,The quarterback threw the football that was slightly deflated to the teammate.
5,3,po,long,definite,long,indefinite,4,The mailman delivered a package that contained a book to the professor who lived in an apartment.
28,5,po,long,definite,short,definite,4,The doctor handed the form that contained patient information to the nurse.
51,14,do,long,indefinite,long,indefinite,4,The teacher taught a student who had a strong singing voice a song that was very catchy.
9,7,do,short,definite,short,definite,5,The student showed the classmate the report.
33,6,do,long,indefinite,short,definite,4,The professor granted a student the extension that was rarely allowed.
13,13,do,short,definite,long,indefinite,5,The boss offered the employee who had been working for many years a raise.
49,2,do,long,indefinite,short,indefinite,1,The quarterback threw a teammate a football that was slightly deflated.
43,12,do,long,definite,long,definite,5,The librarian loaned the retiree who was looking for reading material the novel that was about the future.
18,15,po,short,indefinite,short,indefinite,5,The salesman sold a car to a teenager.
36,12,po,short,definite,long,definite,5,The librarian loaned the novel to the retiree who was looking for reading material.
48,3,do,short,definite,short,definite,2,The mailman delivered the professor the package.
39,5,do,short,definite,short,indefinite,5,The doctor handed the nurse a form.
46,10,po,short,indefinite,short,definite,4,The caterer brought the meal to a man.
1,6,do,long,indefinite,long,indefinite,4,The professor granted a student who suffered from a rare illness an extension that was rarely allowed.
34,5,do,long,definite,long,indefinite,4,The doctor handed the nurse who was standing in the hallway a form that contained patient information.
45,1,po,long,definite,long,definite,5,The waiter handed the cup that was full of water to the customer who was sitting at the table.
44,4,po,long,indefinite,short,definite,4,The lawyer sent the message that contained confidential information to a client.
11,0,do,short,definite,long,indefinite,5,The man gave the woman who enjoyed birdwatching a book.
52,12,do,short,definite,short,definite,4,The librarian loaned the retiree the novel.
6,0,po,long,indefinite,short,indefinite,4,The man gave a book that was about birds to a woman.
21,14,po,long,indefinite,long,indefinite,4,The teacher taught a song that was very catchy to a student who had a strong singing voice.
28,14,do,short,indefinite,long,indefinite,4,The teacher taught a student who had a strong singing voice a song.
50,13,po,short,definite,long,indefinite,4,The boss offered a raise to the employee who had been working for many years.
40,4,po,long,indefinite,long,indefinite,5,The lawyer sent a message that contained confidential information to a client who was awaiting trial.
43,10,po,short,indefinite,short,definite,5,The caterer brought the meal to a man.
31,14,po,short,indefinite,short,indefinite,5,The teacher taught a song to a student.
37,13,po,long,definite,short,indefinite,4,The boss offered a raise that was long overdue to the employee.
42,13,do,short,indefinite,short,indefinite,5,The boss offered an employee a raise.
26,1,po,short,indefinite,short,indefinite,5,The waiter handed a cup to a customer.
46,15,do,long,definite,short,indefinite,4,The salesman sold the teenager a car that had a lot of miles.
52,10,do,short,definite,long,definite,3,The caterer brought the man who was in a nursing home the meal.
14,7,po,long,definite,long,definite,4,The student showed the report that she had written for a class to the classmate who was studying for a final.
15,6,do,short,indefinite,short,definite,5,The professor granted a student the extension.
16,14,do,long,indefinite,short,indefinite,5,The teacher taught a student a song that was very catchy.
24,11,do,long,definite,long,indefinite,4,The nurse mailed the patient who had some blood work done a report that was about the test results.
6,3,do,long,definite,long,definite,2,The mailman delivered the professor who lived in an apartment the package that contained a book.
19,4,do,long,definite,long,definite,2,The lawyer sent the client who was awaiting trial the message that contained confidential information.
7,6,po,short,indefinite,short,indefinite,5,The professor granted an extension to a student.
41,7,po,short,definite,long,indefinite,4,The student showed a report to the classmate who was studying for a final.
38,4,po,long,definite,short,indefinite,5,The lawyer sent a message that contained confidential information to the client.
32,4,po,long,definite,short,definite,5,The lawyer sent the message that contained confidential information to the client.
54,12,do,long,indefinite,short,indefinite,5,The librarian loaned a retiree a novel that was about the future.
10,5,do,long,indefinite,short,definite,5,The doctor handed a nurse the form that contained patient information.
33,9,do,short,definite,long,indefinite,3,The spy told the agent who was working for a foreign government a secret.
3,13,po,long,indefinite,long,indefinite,5,The boss offered a raise that was long overdue to an employee who had been working for many years.
45,15,po,long,indefinite,short,definite,4,The salesman sold the car that had a lot of miles to a teenager.
13,0,do,long,indefinite,long,definite,4,The man gave a woman who enjoyed birdwatching the book that was about birds.
17,5,do,long,indefinite,short,definite,5,The doctor handed a nurse the form that contained patient information.
2,3,do,long,definite,long,indefinite,1,The mailman delivered the professor who lived in an apartment a package that contained a book.
35,10,po,long,indefinite,short,indefinite,5,The caterer brought a meal that was specially prepared to a man.
44,10,do,short,indefinite,short,definite,4,The caterer brought a man the meal.
40,12,do,short,indefinite,short,indefinite,5,The librarian loaned a retiree a novel.
47,7,po,long,indefinite,long,definite,5,The student showed the report that she had written for a class to a classmate who was studying for a final.
52,7,po,long,definite,short,indefinite,2,The student showed a report that she had written for a class to the classmate.
15,8,po,long,definite,long,definite,4,The child kicked the ball that was on the grass to the playmate who was several feet away.
49,1,do,long,definite,long,definite,3,The waiter handed the customer who was sitting at the table the cup that was full of water.
6,10,po,short,definite,long,indefinite,5,The caterer brought a meal to the man who was in a nursing home.
19,15,po,short,indefinite,long,indefinite,5,The salesman sold a car to a teenager who had come into some money.
20,9,do,long,definite,long,indefinite,3,The spy told the agent who was working for a foreign government a secret that was highly sensitive.
41,10,do,short,indefinite,short,definite,5,The caterer brought a man the meal.
38,10,do,short,definite,short,indefinite,5,The caterer brought the man a meal.
32,1,do,short,definite,long,indefinite,4,The waiter handed the customer who was sitting at the table a cup.
1,7,do,long,indefinite,short,definite,NA,The student showed a classmate the report that she had written for a class.
29,11,po,long,indefinite,long,definite,5,The nurse mailed the report that was about the test results to a patient who had some blood work done.
4,12,do,short,indefinite,short,definite,4,The librarian loaned a retiree the novel.
12,4,do,short,indefinite,short,indefinite,5,The lawyer sent a client a message.
13,3,do,short,indefinite,long,indefinite,3,The mailman delivered a professor who lived in an apartment a package.
16,4,do,short,definite,short,indefinite,5,The lawyer sent the client a message.
53,10,po,long,definite,short,indefinite,3,The caterer brought a meal that was specially prepared to the man.
23,4,do,short,indefinite,long,definite,1,The lawyer sent a client who was awaiting trial the message.
51,2,do,long,indefinite,short,indefinite,4,The quarterback threw a teammate a football that was slightly deflated.
40,6,po,long,indefinite,short,indefinite,5,The professor granted an extension that was rarely allowed to a student.
15,13,do,long,indefinite,short,indefinite,5,The boss offered an employee a raise that was long overdue.
31,10,po,short,definite,short,indefinite,5,The caterer brought a meal to the man.
19,3,po,short,indefinite,short,indefinite,5,The mailman delivered a package to a professor.
7,3,po,short,indefinite,long,definite,4,The mailman delivered the package to a professor who lived in an apartment.
41,6,po,short,definite,long,definite,5,The professor granted the extension to the student who suffered from a rare illness.
42,2,po,long,definite,short,definite,4,The quarterback threw the football that was slightly deflated to the teammate.
8,3,do,short,indefinite,long,indefinite,1,The mailman delivered a professor who lived in an apartment a package.
54,11,do,long,indefinite,short,definite,4,The nurse mailed a patient the report that was about the test results.
48,12,do,long,indefinite,long,indefinite,3,The librarian loaned a retiree who was looking for reading material a novel that was about the future.
2,6,do,long,indefinite,long,definite,2,The professor granted a student who suffered from a rare illness the extension that was rarely allowed.
50,14,po,short,definite,short,definite,5,The teacher taught the song to the student.
47,11,do,short,definite,short,definite,5,The nurse mailed the patient the report.
45,12,po,long,definite,short,indefinite,5,The librarian loaned a novel that was about the future to the retiree.
30,13,po,long,definite,short,indefinite,4,The boss offered a raise that was long overdue to the employee.
14,14,do,short,definite,long,indefinite,4,The teacher taught the student who had a strong singing voice a song.
53,6,po,short,indefinite,long,indefinite,5,The professor granted an extension to a student who suffered from a rare illness.
42,14,po,long,definite,long,definite,5,The teacher taught the song that was very catchy to the student who had a strong singing voice.
23,13,do,long,indefinite,short,indefinite,5,The boss offered an employee a raise that was long overdue.
39,6,do,short,indefinite,long,definite,5,The professor granted a student who suffered from a rare illness the extension.
51,3,do,short,definite,long,definite,2,The mailman delivered the professor who lived in an apartment the package.
10,9,do,short,definite,short,definite,4,The spy told the agent the secret.
3,15,po,long,indefinite,short,indefinite,5,The salesman sold a car that had a lot of miles to a teenager.
44,6,po,short,definite,long,definite,5,The professor granted the extension to the student who suffered from a rare illness.
40,7,po,short,definite,long,definite,5,The student showed the report to the classmate who was studying for a final.
52,14,do,short,indefinite,long,definite,3,The teacher taught a student who had a strong singing voice the song.
15,7,do,short,indefinite,short,indefinite,4,The student showed a classmate a report.
49,7,do,short,indefinite,long,definite,2,The student showed a classmate who was studying for a final the report.
6,8,do,long,indefinite,long,indefinite,1,The child kicked a playmate who was several feet away a ball that was on the grass.
8,13,do,short,definite,long,indefinite,2,The boss offered the employee who had been working for many years a raise.
