,animacy,order,length,item,verb,particle,WorkerId,acceptability
2219,anim,shifted,short,3_low_anim,send,away,36,5
2220,inanim,unshifted,short,9_low_inanim,read,off,37,5
2221,anim,unshifted,long,4_low_anim,drive,back,120,4
2222,anim,shifted,long,6_high_anim,bring,back,38,4
2223,inanim,shifted,short,9_high_inanim,wolf,down,122,5
2224,anim,shifted,long,9_low_anim,lead,on,39,4
2225,anim,unshifted,short,10_low_anim,show,out,123,3
2226,anim,unshifted,short,8_high_anim,bog,down,124,2
2227,inanim,shifted,short,10_low_inanim,have,on,40,4
2228,inanim,shifted,short,3_low_inanim,wish,away,41,5
2229,inanim,unshifted,long,5_high_inanim,squirrel,away,44,4
2230,anim,shifted,long,15_high_anim,bail,out,45,5
2231,inanim,shifted,long,7_low_inanim,move,in,146,4
2232,inanim,shifted,short,11_low_inanim,deal,out,125,4
2233,anim,shifted,long,7_low_anim,see,off,46,3
2234,anim,shifted,short,15_high_anim,bail,out,49,5
2235,inanim,shifted,long,20_high_inanim,divvy,up,50,5
2236,anim,unshifted,long,13_high_anim,rip,off,155,4
2237,anim,shifted,short,6_high_anim,bring,back,148,4
2238,anim,shifted,long,15_high_anim,bail,out,56,4
2239,inanim,shifted,long,7_low_inanim,move,in,130,4
2240,anim,shifted,long,10_high_anim,rein,in,58,5
2241,inanim,shifted,short,11_low_inanim,deal,out,60,5
2242,anim,shifted,long,13_high_anim,rip,off,132,5
2243,anim,shifted,short,13_low_anim,talk,up,64,4
2244,inanim,shifted,long,3_low_inanim,wish,away,134,4
2245,inanim,unshifted,long,11_low_inanim,deal,out,66,4
2246,inanim,unshifted,long,13_high_inanim,factor,in,67,4
2247,inanim,unshifted,long,9_high_inanim,wolf,down,135,4
2248,anim,shifted,short,9_low_anim,lead,on,71,3
2249,anim,unshifted,long,6_high_anim,bring,back,72,1
2250,inanim,unshifted,short,14_high_inanim,stave,off,74,5
2251,inanim,shifted,long,20_high_inanim,divvy,up,75,4
2252,inanim,unshifted,long,5_low_inanim,argue,down,79,5
2253,inanim,shifted,long,7_low_inanim,move,in,82,2
2254,inanim,shifted,long,5_low_inanim,argue,down,84,4
2255,inanim,shifted,short,14_low_inanim,buy,up,85,4
2256,inanim,unshifted,short,9_high_inanim,wolf,down,86,4
2257,anim,unshifted,long,5_low_anim,laugh,down,90,5
2258,anim,shifted,short,14_high_anim,egg,on,91,2
2259,inanim,unshifted,long,15_high_inanim,pass,on,92,2
2260,inanim,shifted,long,9_low_inanim,read,off,96,5
2261,inanim,shifted,short,13_high_inanim,factor,in,143,5
2262,inanim,shifted,short,9_high_inanim,wolf,down,144,5
2263,anim,shifted,short,4_low_anim,drive,back,145,2
2264,inanim,shifted,long,9_low_inanim,read,off,98,5
2265,inanim,unshifted,long,9_low_inanim,read,off,153,2
2266,inanim,unshifted,long,13_high_inanim,factor,in,99,3
2267,inanim,unshifted,long,3_low_inanim,wish,away,100,2
2268,inanim,shifted,long,11_low_inanim,deal,out,102,5
2269,inanim,unshifted,short,10_low_inanim,have,on,104,5
2270,anim,shifted,short,5_high_anim,scare,away,106,4
2271,anim,unshifted,long,5_high_anim,scare,away,2,2
2272,inanim,unshifted,short,14_low_inanim,buy,up,4,4
2273,inanim,shifted,long,20_high_inanim,divvy,up,109,5
2274,anim,unshifted,long,10_high_anim,rein,in,6,2
2275,anim,shifted,long,6_low_anim,do,in,9,5
2276,inanim,shifted,short,15_high_inanim,pass,on,10,4
2277,anim,shifted,short,10_low_anim,show,out,12,3
2278,anim,unshifted,short,5_high_anim,scare,away,150,5
2279,inanim,unshifted,short,7_high_inanim,scale,back,15,5
2280,inanim,shifted,long,13_high_inanim,factor,in,16,3
2281,inanim,unshifted,long,7_high_inanim,scale,back,17,4
2282,anim,unshifted,short,7_low_anim,see,off,18,5
2283,inanim,shifted,long,9_low_inanim,read,off,151,5
2284,inanim,shifted,short,9_low_inanim,read,off,156,5
2285,anim,unshifted,long,10_low_anim,show,out,19,4
2286,inanim,unshifted,short,10_low_inanim,have,on,20,4
2287,anim,unshifted,short,6_high_anim,bring,back,21,5
2288,inanim,shifted,short,20_high_inanim,divvy,up,22,5
2289,anim,unshifted,long,6_low_anim,do,in,24,1
2290,inanim,unshifted,long,15_high_inanim,pass,on,152,1
2291,inanim,shifted,short,14_low_inanim,buy,up,116,5
2292,inanim,shifted,long,11_low_inanim,deal,out,27,5
2293,inanim,shifted,long,10_low_inanim,have,on,28,5
2294,anim,shifted,short,15_high_anim,bail,out,29,5
2295,anim,unshifted,short,15_high_anim,bail,out,30,5
2296,inanim,unshifted,short,5_low_inanim,argue,down,31,3
2297,anim,shifted,long,13_high_anim,rip,off,154,5
2298,inanim,unshifted,short,16_high_inanim,flesh,out,119,5
2299,anim,unshifted,short,5_high_anim,scare,away,34,5
2300,anim,shifted,long,6_low_anim,do,in,121,4
2301,anim,shifted,short,18_high_anim,pep,up,40,5
2302,anim,unshifted,long,14_high_anim,egg,on,42,4
2303,anim,shifted,long,10_high_anim,rein,in,43,5
2304,inanim,shifted,long,7_high_inanim,scale,back,146,5
2305,inanim,shifted,long,20_high_inanim,divvy,up,125,5
2306,anim,unshifted,short,7_low_anim,see,off,47,5
2307,inanim,shifted,short,14_high_inanim,stave,off,126,5
2308,inanim,shifted,short,9_low_inanim,read,off,127,5
2309,inanim,unshifted,long,9_high_inanim,wolf,down,48,5
2310,inanim,shifted,short,3_low_inanim,wish,away,49,5
2311,anim,shifted,long,6_high_anim,bring,back,128,4
2312,anim,unshifted,short,10_low_anim,show,out,52,5
2313,inanim,unshifted,long,5_low_inanim,argue,down,53,2
2314,inanim,unshifted,short,3_low_inanim,wish,away,55,5
2315,inanim,unshifted,long,11_low_inanim,deal,out,59,3
2316,anim,shifted,long,10_low_anim,show,out,60,5
2317,anim,shifted,short,5_low_anim,laugh,down,131,4
2318,inanim,unshifted,short,13_high_inanim,factor,in,132,5
2319,inanim,shifted,short,7_low_inanim,move,in,62,1
2320,inanim,unshifted,short,11_low_inanim,deal,out,63,4
2321,inanim,shifted,long,13_high_inanim,factor,in,64,5
2322,anim,unshifted,long,5_high_anim,scare,away,134,4
2323,inanim,shifted,long,16_high_inanim,flesh,out,66,4
2324,inanim,shifted,long,5_low_inanim,argue,down,135,4
2325,inanim,unshifted,short,10_low_inanim,have,on,70,5
2326,inanim,shifted,short,5_high_inanim,squirrel,away,136,5
2327,inanim,unshifted,long,7_low_inanim,move,in,137,3
2328,anim,unshifted,short,5_high_anim,scare,away,73,5
2329,anim,shifted,long,6_high_anim,bring,back,74,4
2330,anim,unshifted,long,7_low_anim,see,off,76,2
2331,inanim,shifted,short,13_high_inanim,factor,in,77,5
2332,inanim,unshifted,short,20_high_inanim,divvy,up,78,5
2333,anim,shifted,long,15_high_anim,bail,out,81,5
2334,anim,shifted,long,6_high_anim,bring,back,82,2
2335,inanim,unshifted,short,15_high_inanim,pass,on,139,4
2336,anim,shifted,short,6_low_anim,do,in,140,5
2337,inanim,shifted,short,9_high_inanim,wolf,down,87,5
2338,inanim,unshifted,long,20_high_inanim,divvy,up,88,4
2339,anim,unshifted,long,10_high_anim,rein,in,90,5
2340,anim,shifted,short,6_low_anim,do,in,92,5
2341,inanim,unshifted,long,15_high_inanim,pass,on,141,1
2342,anim,unshifted,short,6_high_anim,bring,back,94,4
2343,anim,unshifted,short,10_low_anim,show,out,95,5
2344,inanim,unshifted,short,9_low_inanim,read,off,142,4
2345,inanim,shifted,short,10_low_inanim,have,on,143,2
2346,inanim,shifted,short,3_low_inanim,wish,away,144,5
2347,anim,shifted,short,4_low_anim,drive,back,97,4
2348,anim,shifted,long,6_low_anim,do,in,153,2
2349,anim,shifted,long,7_low_anim,see,off,99,4
2350,inanim,shifted,short,7_high_inanim,scale,back,103,5
2351,inanim,shifted,short,5_high_inanim,squirrel,away,106,5
2352,inanim,shifted,long,20_high_inanim,divvy,up,1,5
2353,inanim,shifted,short,3_low_inanim,wish,away,3,4
2354,inanim,unshifted,short,7_high_inanim,scale,back,4,5
2355,inanim,unshifted,short,7_low_inanim,move,in,108,5
2356,anim,unshifted,short,10_high_anim,rein,in,8,5
2357,anim,shifted,long,5_high_anim,scare,away,110,5
2358,anim,unshifted,long,14_high_anim,egg,on,11,4
2359,anim,unshifted,long,10_low_anim,show,out,14,1
2360,anim,unshifted,short,13_low_anim,talk,up,150,3
2361,anim,unshifted,short,15_high_anim,bail,out,16,4
2362,anim,unshifted,short,15_high_anim,bail,out,113,5
2363,inanim,unshifted,short,14_high_inanim,stave,off,156,3
2364,anim,unshifted,long,5_high_anim,scare,away,22,5
2365,inanim,shifted,long,4_low_inanim,force,back,152,2
2366,inanim,unshifted,long,14_low_inanim,buy,up,25,1
2367,anim,shifted,long,13_high_anim,rip,off,116,5
2368,anim,shifted,long,5_low_anim,laugh,down,28,1
2369,anim,shifted,long,13_high_anim,rip,off,118,2
2370,inanim,unshifted,long,13_high_inanim,factor,in,31,2
2371,anim,unshifted,long,7_low_anim,see,off,32,2
2372,inanim,unshifted,long,16_high_inanim,flesh,out,154,3
2373,inanim,shifted,long,15_high_inanim,pass,on,33,5
2374,inanim,unshifted,short,3_low_inanim,wish,away,35,5
2375,inanim,unshifted,long,13_high_inanim,factor,in,38,4
2376,inanim,unshifted,short,4_low_inanim,force,back,121,4
2377,inanim,unshifted,long,7_high_inanim,scale,back,124,3
2378,anim,unshifted,long,18_high_anim,pep,up,41,1
2379,anim,unshifted,long,7_low_anim,see,off,42,4
2380,inanim,shifted,long,13_high_inanim,factor,in,43,5
2381,inanim,unshifted,long,5_high_inanim,squirrel,away,45,5
2382,anim,shifted,long,10_high_anim,rein,in,125,4
2383,anim,unshifted,short,13_high_anim,rip,off,46,5
2384,inanim,unshifted,long,5_high_inanim,squirrel,away,47,4
2385,inanim,unshifted,long,7_low_inanim,move,in,50,4
2386,anim,shifted,short,13_high_anim,rip,off,51,5
2387,inanim,unshifted,short,20_high_inanim,divvy,up,54,4
2388,anim,shifted,long,6_low_anim,do,in,148,2
2389,anim,unshifted,long,3_low_anim,send,away,129,3
2390,inanim,unshifted,long,11_low_inanim,deal,out,56,1
2391,anim,unshifted,short,3_low_anim,send,away,59,5
2392,anim,shifted,long,10_high_anim,rein,in,60,4
2393,inanim,unshifted,long,11_low_inanim,deal,out,131,4
2394,anim,unshifted,long,4_low_anim,drive,back,132,3
2395,anim,shifted,short,5_low_anim,laugh,down,133,4
2396,anim,shifted,short,8_high_anim,bog,down,63,5
2397,anim,unshifted,long,13_low_anim,talk,up,134,2
2398,anim,unshifted,long,9_low_anim,lead,on,135,2
2399,inanim,unshifted,long,20_high_inanim,divvy,up,69,4
2400,anim,unshifted,short,13_high_anim,rip,off,71,3
2401,inanim,unshifted,long,15_high_inanim,pass,on,72,5
2402,anim,unshifted,long,14_high_anim,egg,on,75,2
2403,inanim,unshifted,long,15_high_inanim,pass,on,76,2
2404,anim,unshifted,short,6_high_anim,bring,back,79,3
2405,anim,unshifted,short,3_low_anim,send,away,81,5
2406,anim,unshifted,long,6_low_anim,do,in,139,1
2407,inanim,unshifted,short,7_high_inanim,scale,back,83,5
2408,inanim,shifted,short,7_high_inanim,scale,back,85,5
2409,inanim,unshifted,long,14_low_inanim,buy,up,140,2
2410,inanim,shifted,long,5_low_inanim,argue,down,91,5
2411,inanim,unshifted,short,7_low_inanim,move,in,93,5
2412,anim,shifted,long,4_low_anim,drive,back,94,3
2413,anim,unshifted,short,18_high_anim,pep,up,95,5
2414,anim,shifted,long,18_high_anim,pep,up,142,4
2415,anim,unshifted,long,10_high_anim,rein,in,144,2
2416,inanim,shifted,short,9_high_inanim,wolf,down,145,3
2417,inanim,unshifted,short,5_low_inanim,argue,down,97,5
2418,anim,unshifted,short,3_low_anim,send,away,98,5
2419,inanim,unshifted,short,14_low_inanim,buy,up,149,4
2420,inanim,unshifted,long,16_high_inanim,flesh,out,153,2
2421,anim,unshifted,long,4_low_anim,drive,back,100,3
2422,inanim,shifted,long,9_low_inanim,read,off,101,5
2423,anim,shifted,short,6_high_anim,bring,back,102,5
2424,anim,unshifted,short,5_low_anim,laugh,down,103,2
2425,inanim,unshifted,short,20_high_inanim,divvy,up,105,5
2426,anim,unshifted,short,6_low_anim,do,in,107,2
2427,anim,shifted,long,9_low_anim,lead,on,4,4
2428,anim,unshifted,long,13_low_anim,talk,up,108,1
2429,inanim,unshifted,long,16_high_inanim,flesh,out,5,1
2430,inanim,shifted,long,4_low_inanim,force,back,109,4
2431,inanim,shifted,long,7_low_inanim,move,in,6,4
2432,anim,unshifted,short,10_high_anim,rein,in,10,5
2433,inanim,unshifted,long,14_high_inanim,stave,off,12,2
2434,anim,unshifted,long,10_high_anim,rein,in,14,1
2435,anim,unshifted,long,15_high_anim,bail,out,112,4
2436,inanim,unshifted,long,13_high_inanim,factor,in,150,1
2437,inanim,shifted,short,10_low_inanim,have,on,18,3
2438,inanim,shifted,long,4_low_inanim,force,back,114,5
2439,inanim,unshifted,short,7_low_inanim,move,in,115,5
2440,anim,unshifted,long,10_high_anim,rein,in,156,2
2441,anim,shifted,short,3_low_anim,send,away,20,5
2442,anim,shifted,short,6_low_anim,do,in,152,2
2443,inanim,unshifted,long,15_high_inanim,pass,on,25,3
2444,inanim,shifted,short,9_high_inanim,wolf,down,26,5
2445,inanim,shifted,short,7_high_inanim,scale,back,27,5
2446,anim,shifted,short,9_low_anim,lead,on,29,2
2447,anim,unshifted,short,10_low_anim,show,out,118,4
2448,anim,unshifted,short,4_low_anim,drive,back,30,5
2449,inanim,unshifted,long,9_low_inanim,read,off,154,4
2450,anim,unshifted,long,10_high_anim,rein,in,33,5
2451,inanim,unshifted,short,5_low_inanim,argue,down,34,4
2452,anim,unshifted,long,9_low_anim,lead,on,36,4
2453,anim,shifted,short,13_low_anim,talk,up,37,4
2454,inanim,shifted,short,7_high_inanim,scale,back,120,5
2455,anim,unshifted,long,18_high_anim,pep,up,38,2
2456,anim,unshifted,long,8_high_anim,bog,down,121,4
2457,inanim,shifted,long,5_low_inanim,argue,down,123,2
2458,anim,unshifted,long,3_low_anim,send,away,124,4
2459,inanim,shifted,long,10_low_inanim,have,on,42,5
2460,anim,shifted,long,8_high_anim,bog,down,44,2
2461,inanim,shifted,short,10_low_inanim,have,on,45,5
2462,anim,shifted,short,13_low_anim,talk,up,125,4
2463,anim,unshifted,short,13_low_anim,talk,up,46,4
2464,anim,unshifted,short,4_low_anim,drive,back,126,3
2465,anim,unshifted,long,10_low_anim,show,out,127,3
2466,inanim,unshifted,long,7_high_inanim,scale,back,50,4
2467,anim,unshifted,short,13_low_anim,talk,up,128,5
2468,anim,unshifted,long,6_high_anim,bring,back,55,3
2469,anim,shifted,short,13_high_anim,rip,off,129,5
2470,anim,unshifted,long,5_low_anim,laugh,down,130,2
2471,anim,shifted,short,18_high_anim,pep,up,59,5
2472,inanim,unshifted,long,7_low_inanim,move,in,60,2
2473,anim,unshifted,long,13_low_anim,talk,up,61,1
2474,anim,unshifted,short,14_high_anim,egg,on,131,5
2475,anim,shifted,short,14_high_anim,egg,on,132,5
2476,inanim,shifted,short,20_high_inanim,divvy,up,133,5
2477,inanim,unshifted,short,5_high_inanim,squirrel,away,68,1
2478,anim,unshifted,short,10_high_anim,rein,in,70,5
2479,anim,unshifted,short,15_high_anim,bail,out,136,4
2480,anim,shifted,long,5_low_anim,laugh,down,72,5
2481,anim,unshifted,long,7_low_anim,see,off,137,3
2482,inanim,shifted,long,7_high_inanim,scale,back,73,5
2483,anim,unshifted,short,3_low_anim,send,away,77,5
2484,anim,shifted,long,13_high_anim,rip,off,78,5
2485,inanim,unshifted,short,14_low_inanim,buy,up,79,2
2486,anim,shifted,short,18_high_anim,pep,up,80,5
2487,anim,shifted,long,4_low_anim,drive,back,138,5
2488,inanim,shifted,short,4_low_inanim,force,back,139,4
2489,inanim,unshifted,short,10_low_inanim,have,on,85,4
2490,inanim,shifted,long,20_high_inanim,divvy,up,86,4
2491,anim,shifted,long,7_low_anim,see,off,87,4
2492,anim,shifted,short,9_low_anim,lead,on,88,2
2493,anim,unshifted,short,5_high_anim,scare,away,89,4
2494,inanim,shifted,short,16_high_inanim,flesh,out,90,5
2495,anim,shifted,short,10_high_anim,rein,in,93,5
2496,inanim,shifted,long,10_low_inanim,have,on,141,5
2497,inanim,shifted,short,7_high_inanim,scale,back,95,5
2498,anim,shifted,short,10_high_anim,rein,in,96,4
2499,inanim,unshifted,long,7_high_inanim,scale,back,142,4
2500,inanim,unshifted,long,14_high_inanim,stave,off,143,3
2501,anim,shifted,short,4_low_anim,drive,back,144,1
2502,anim,unshifted,short,14_high_anim,egg,on,149,4
2503,inanim,shifted,long,7_low_inanim,move,in,99,5
2504,inanim,shifted,short,7_low_inanim,move,in,100,4
2505,inanim,shifted,long,11_low_inanim,deal,out,104,5
2506,anim,shifted,long,18_high_anim,pep,up,106,5
2507,anim,unshifted,short,15_high_anim,bail,out,1,5
2508,anim,shifted,short,4_low_anim,drive,back,3,4
2509,anim,shifted,short,10_high_anim,rein,in,108,5
2510,anim,unshifted,long,6_high_anim,bring,back,109,2
2511,anim,shifted,short,3_low_anim,send,away,7,5
2512,anim,unshifted,short,5_low_anim,laugh,down,8,3
2513,anim,shifted,long,10_low_anim,show,out,11,5
2514,anim,shifted,long,9_low_anim,lead,on,111,5
2515,anim,unshifted,short,10_low_anim,show,out,112,5
2516,anim,unshifted,long,10_high_anim,rein,in,150,1
2517,inanim,shifted,long,13_high_inanim,factor,in,114,5
2518,inanim,unshifted,long,11_low_inanim,deal,out,151,1
2519,anim,shifted,short,18_high_anim,pep,up,115,5
2520,anim,unshifted,long,8_high_anim,bog,down,20,3
2521,inanim,unshifted,short,15_high_inanim,pass,on,22,5
2522,anim,shifted,short,13_high_anim,rip,off,152,3
2523,inanim,shifted,short,15_high_inanim,pass,on,117,5
2524,anim,shifted,long,13_high_anim,rip,off,27,5
2525,inanim,unshifted,long,14_low_inanim,buy,up,30,1
2526,inanim,unshifted,long,7_high_inanim,scale,back,32,4
2527,anim,shifted,short,9_low_anim,lead,on,33,5
2528,anim,unshifted,short,8_high_anim,bog,down,119,3
2529,inanim,unshifted,short,4_low_inanim,force,back,36,4
2530,anim,shifted,short,13_high_anim,rip,off,37,4
2531,inanim,unshifted,long,13_high_inanim,factor,in,122,4
2532,anim,shifted,long,8_high_anim,bog,down,39,3
2533,anim,unshifted,long,5_high_anim,scare,away,40,3
2534,anim,unshifted,short,6_low_anim,do,in,146,4
2535,inanim,unshifted,long,20_high_inanim,divvy,up,128,4
2536,anim,unshifted,short,7_low_anim,see,off,155,3
2537,anim,shifted,short,3_low_anim,send,away,54,4
2538,anim,unshifted,long,8_high_anim,bog,down,148,1
2539,inanim,shifted,short,11_low_inanim,deal,out,55,5
2540,inanim,shifted,short,13_high_inanim,factor,in,56,4
2541,inanim,shifted,short,9_high_inanim,wolf,down,130,5
2542,inanim,shifted,short,3_low_inanim,wish,away,57,2
2543,anim,unshifted,short,9_low_anim,lead,on,60,5
2544,anim,unshifted,long,13_high_anim,rip,off,61,1
2545,anim,unshifted,short,3_low_anim,send,away,131,5
2546,anim,unshifted,short,13_low_anim,talk,up,63,3
2547,anim,shifted,short,6_low_anim,do,in,64,4
2548,inanim,shifted,long,16_high_inanim,flesh,out,134,5
2549,anim,shifted,long,5_low_anim,laugh,down,147,5
2550,anim,unshifted,short,3_low_anim,send,away,66,5
2551,anim,shifted,long,14_high_anim,egg,on,67,5
2552,anim,unshifted,short,13_low_anim,talk,up,68,4
2553,inanim,unshifted,long,4_low_inanim,force,back,69,1
2554,inanim,shifted,long,5_high_inanim,squirrel,away,70,5
2555,inanim,unshifted,long,14_low_inanim,buy,up,137,1
2556,anim,shifted,long,8_high_anim,bog,down,77,5
2557,anim,unshifted,long,6_low_anim,do,in,80,1
2558,anim,unshifted,short,14_high_anim,egg,on,138,5
2559,anim,unshifted,short,14_high_anim,egg,on,81,5
2560,inanim,shifted,long,14_low_inanim,buy,up,82,4
2561,inanim,shifted,long,9_high_inanim,wolf,down,139,4
2562,anim,unshifted,short,9_low_anim,lead,on,140,5
2563,anim,unshifted,long,6_high_anim,bring,back,86,2
2564,inanim,unshifted,long,20_high_inanim,divvy,up,87,5
2565,anim,shifted,short,9_low_anim,lead,on,90,5
2566,anim,shifted,short,13_low_anim,talk,up,92,5
2567,inanim,unshifted,short,7_low_inanim,move,in,94,4
2568,inanim,shifted,long,14_low_inanim,buy,up,144,5
2569,anim,unshifted,short,6_low_anim,do,in,145,4
2570,anim,shifted,short,9_low_anim,lead,on,97,4
2571,inanim,shifted,long,9_high_inanim,wolf,down,149,5
2572,anim,unshifted,short,10_high_anim,rein,in,153,5
2573,inanim,shifted,short,13_high_inanim,factor,in,101,5
2574,inanim,unshifted,short,20_high_inanim,divvy,up,102,5
2575,anim,shifted,short,14_high_anim,egg,on,103,4
2576,anim,unshifted,long,9_low_anim,lead,on,105,2
2577,inanim,unshifted,short,9_low_inanim,read,off,106,4
2578,inanim,shifted,long,9_low_inanim,read,off,108,4
2579,inanim,shifted,long,5_low_inanim,argue,down,5,4
2580,inanim,shifted,long,5_high_inanim,squirrel,away,7,4
2581,anim,unshifted,short,5_low_anim,laugh,down,9,3
2582,inanim,unshifted,long,7_low_inanim,move,in,13,4
2583,inanim,unshifted,short,14_high_inanim,stave,off,14,3
2584,anim,shifted,long,18_high_anim,pep,up,16,3
2585,inanim,unshifted,long,7_low_inanim,move,in,113,3
2586,anim,shifted,short,5_high_anim,scare,away,17,5
2587,anim,shifted,long,15_high_anim,bail,out,151,5
2588,inanim,unshifted,long,20_high_inanim,divvy,up,156,3
2589,inanim,shifted,long,7_high_inanim,scale,back,19,4
2590,anim,unshifted,long,6_high_anim,bring,back,23,5
2591,anim,unshifted,short,7_low_anim,see,off,24,5
2592,anim,shifted,long,10_low_anim,show,out,25,5
2593,anim,unshifted,long,4_low_anim,drive,back,116,4
2594,anim,shifted,short,6_low_anim,do,in,28,4
2595,anim,unshifted,long,8_high_anim,bog,down,118,1
2596,anim,shifted,long,10_low_anim,show,out,32,4
2597,inanim,unshifted,long,13_high_inanim,factor,in,33,5
2598,anim,unshifted,short,6_low_anim,do,in,34,4
2599,anim,shifted,short,6_low_anim,do,in,35,4
2600,inanim,unshifted,long,7_low_inanim,move,in,37,3
2601,inanim,unshifted,long,9_low_inanim,read,off,121,4
2602,inanim,unshifted,short,20_high_inanim,divvy,up,123,4
2603,inanim,shifted,short,11_low_inanim,deal,out,124,2
2604,anim,unshifted,long,3_low_anim,send,away,42,5
2605,anim,shifted,short,13_high_anim,rip,off,43,5
2606,inanim,shifted,long,3_low_inanim,wish,away,44,2
2607,anim,unshifted,long,5_high_anim,scare,away,45,5
2608,inanim,unshifted,long,13_high_inanim,factor,in,146,3
2609,inanim,shifted,long,16_high_inanim,flesh,out,47,4
2610,inanim,shifted,long,20_high_inanim,divvy,up,126,4
2611,anim,shifted,short,8_high_anim,bog,down,49,5
2612,inanim,shifted,short,5_low_inanim,argue,down,50,4
2613,anim,unshifted,long,18_high_anim,pep,up,128,4
2614,anim,unshifted,short,6_high_anim,bring,back,155,2
2615,inanim,unshifted,long,9_high_inanim,wolf,down,52,4
2616,anim,shifted,long,15_high_anim,bail,out,53,4
2617,anim,unshifted,long,15_high_anim,bail,out,54,5
2618,anim,unshifted,long,9_low_anim,lead,on,148,1
2619,inanim,unshifted,long,10_low_inanim,have,on,130,3
2620,anim,unshifted,long,10_low_anim,show,out,57,1
2621,anim,unshifted,short,9_low_anim,lead,on,58,5
2622,inanim,shifted,long,16_high_inanim,flesh,out,59,5
2623,inanim,shifted,short,20_high_inanim,divvy,up,131,5
2624,anim,unshifted,short,7_low_anim,see,off,133,4
2625,anim,shifted,short,15_high_anim,bail,out,63,5
2626,inanim,shifted,long,15_high_inanim,pass,on,65,5
2627,anim,unshifted,short,3_low_anim,send,away,134,5
2628,anim,unshifted,long,14_high_anim,egg,on,147,2
2629,inanim,shifted,short,16_high_inanim,flesh,out,69,5
2630,inanim,unshifted,long,14_low_inanim,buy,up,136,2
2631,anim,shifted,short,5_high_anim,scare,away,72,5
2632,inanim,shifted,long,13_high_inanim,factor,in,75,5
2633,inanim,unshifted,short,9_high_inanim,wolf,down,76,5
2634,inanim,unshifted,long,16_high_inanim,flesh,out,78,3
2635,anim,shifted,short,5_low_anim,laugh,down,81,2
2636,anim,unshifted,long,10_low_anim,show,out,82,2
2637,anim,shifted,long,15_high_anim,bail,out,83,4
2638,anim,shifted,short,13_low_anim,talk,up,86,4
2639,anim,unshifted,long,10_low_anim,show,out,89,2
2640,anim,unshifted,long,18_high_anim,pep,up,90,4
2641,anim,shifted,long,5_high_anim,scare,away,91,5
2642,inanim,shifted,short,4_low_inanim,force,back,93,5
2643,anim,unshifted,long,6_high_anim,bring,back,141,2
2644,anim,unshifted,long,4_low_anim,drive,back,95,4
2645,anim,shifted,short,10_low_anim,show,out,96,5
2646,anim,shifted,short,18_high_anim,pep,up,143,4
2647,inanim,shifted,long,7_low_inanim,move,in,97,4
2648,inanim,unshifted,short,10_low_inanim,have,on,153,5
2649,anim,unshifted,short,10_low_anim,show,out,100,4
2650,inanim,shifted,short,7_low_inanim,move,in,105,4
2651,anim,shifted,long,10_low_anim,show,out,106,5
2652,anim,unshifted,short,14_high_anim,egg,on,2,5
2653,anim,unshifted,short,7_low_anim,see,off,4,5
2654,anim,unshifted,short,4_low_anim,drive,back,109,4
2655,anim,unshifted,long,5_low_anim,laugh,down,6,2
2656,inanim,unshifted,short,4_low_inanim,force,back,7,4
2657,inanim,shifted,short,14_low_inanim,buy,up,10,4
2658,inanim,unshifted,short,14_low_inanim,buy,up,111,4
2659,inanim,unshifted,short,5_low_inanim,argue,down,150,5
2660,anim,unshifted,long,13_high_anim,rip,off,15,2
2661,anim,unshifted,short,9_low_anim,lead,on,113,5
2662,anim,unshifted,long,6_low_anim,do,in,18,1
2663,anim,shifted,long,5_low_anim,laugh,down,114,5
2664,inanim,shifted,long,16_high_inanim,flesh,out,151,2
2665,inanim,unshifted,short,5_low_inanim,argue,down,156,5
2666,anim,unshifted,short,13_low_anim,talk,up,19,4
2667,inanim,shifted,short,4_low_inanim,force,back,21,5
2668,inanim,shifted,short,5_low_inanim,argue,down,23,5
2669,inanim,unshifted,short,5_low_inanim,argue,down,26,5
2670,inanim,unshifted,short,4_low_inanim,force,back,116,4
2671,anim,shifted,short,7_low_anim,see,off,117,3
2672,anim,shifted,short,3_low_anim,send,away,27,5
2673,anim,unshifted,long,3_low_anim,send,away,30,2
2674,inanim,shifted,short,15_high_inanim,pass,on,154,3
2675,anim,shifted,long,6_high_anim,bring,back,34,5
2676,anim,shifted,short,4_low_anim,drive,back,38,4
2677,anim,shifted,long,5_high_anim,scare,away,123,5
2678,anim,unshifted,short,9_low_anim,lead,on,124,3
2679,inanim,shifted,short,20_high_inanim,divvy,up,40,5
2680,inanim,shifted,long,14_low_inanim,buy,up,41,4
2681,anim,unshifted,short,8_high_anim,bog,down,42,4
2682,inanim,shifted,short,11_low_inanim,deal,out,43,4
2683,anim,shifted,long,9_low_anim,lead,on,45,5
2684,anim,unshifted,short,6_high_anim,bring,back,47,4
2685,inanim,unshifted,short,11_low_inanim,deal,out,127,5
2686,inanim,unshifted,short,13_high_inanim,factor,in,48,4
2687,anim,unshifted,long,5_low_anim,laugh,down,49,2
2688,anim,unshifted,short,8_high_anim,bog,down,50,4
2689,anim,shifted,short,10_low_anim,show,out,53,2
2690,inanim,unshifted,short,3_low_inanim,wish,away,129,2
2691,anim,shifted,long,15_high_anim,bail,out,59,4
2692,inanim,shifted,long,13_high_inanim,factor,in,60,5
2693,anim,shifted,long,4_low_anim,drive,back,61,2
