WorkerId,item,shifted,verb_bias,length,acceptability,sentence
21,16,unshifted,nps,long,5,Judy suggested a gorgeous red and black silk dress with sparkling sequins in March.
47,10,shifted,np,long,5,Alex described in detail each of the key points of conflict in an interview.
33,0,unshifted,np,short,2,The manager presented the styles at noon.
23,13,unshifted,nps,short,4,The editor acknowledged the details at supper.
45,8,shifted,nps,short,2,Jake explained on Friday the figures.
25,6,unshifted,nps,long,4,Robert proposed one round trip plane ticket from New York to Atlanta last semester.
6,5,shifted,nps,long,5,The manager demonstrated at three the new sports line of running shoes and bicycling gear.
7,19,unshifted,np,long,2,The woman carried the birth and school records of the three young children in August.
38,3,unshifted,nps,long,4,Mark mentioned the flyers for some lectures and slide shows on campus very quickly.
9,17,shifted,np,short,5,Todd delivered at once some gifts.
13,9,unshifted,nps,long,5,Brian explained all of the answers on the twenty point English quiz at lunch.
15,23,shifted,nps,long,4,Raymond communicated very loudly a five page plan of withdrawal for the allied troops.
16,14,unshifted,np,short,5,The president introduced the captain on Monday.
17,0,shifted,nps,short,2,The manager exhibited at noon the styles.
42,9,unshifted,nps,long,4,Brian explained all of the answers on the twenty point English quiz at lunch.
18,26,shifted,nps,short,4,Janet revealed at dawn some graphs.
20,19,unshifted,nps,long,4,The woman disclosed the birth and school records of the three young children in August.
22,22,unshifted,np,long,3,Steven addressed a seven page letter with many details of the trip during break.
49,11,unshifted,np,long,5,The woman described the best routes to the Santa Monica beach and pier by phone.
34,17,shifted,nps,short,2,Todd suggested at once some gifts.
24,21,shifted,nps,long,2,Jessica reported last summer the awful news of the refugees in the Far East.
53,11,shifted,nps,short,3,The woman indicated by phone the route.
4,2,shifted,nps,long,1,Mary mentioned at tea the used car ad for a Chevrolet with low mileage.
5,11,unshifted,nps,short,5,The woman indicated the route by phone.
26,27,unshifted,nps,short,3,Bobby revealed the deeds at dusk.
46,29,unshifted,nps,short,5,Mike dictated the words last year.
8,6,unshifted,np,long,5,Robert relinquished one round trip plane ticket from New York to Atlanta last semester.
11,2,unshifted,np,short,4,Mary returned the ads at tea.
12,16,unshifted,nps,short,5,Judy suggested a dress in March.
27,29,shifted,np,short,4,Mike recited last year the words.
52,3,shifted,nps,long,2,Mark mentioned very quickly the flyers for some lectures and slide shows on campus.
14,23,unshifted,np,long,3,Raymond addressed a five page plan of withdrawal for the allied troops very loudly.
39,28,shifted,np,short,3,Kathy recited last night the poem.
37,19,unshifted,nps,short,5,The woman disclosed the records in August.
40,9,shifted,nps,long,4,Brian explained at lunch all of the answers on the twenty point English quiz.
32,27,unshifted,np,short,5,Bobby transferred the deeds at dusk.
41,4,shifted,nps,long,5,The dealer demonstrated at ten a brand new speedy silver sports car with chrome bumpers.
43,5,shifted,np,short,2,The manager transported at three the sports gear.
51,16,unshifted,nps,short,2,Judy suggested a dress in March.
28,13,unshifted,np,long,2,The editor distributed the first drafts of a long article and book review at supper.
21,11,shifted,nps,short,4,The woman indicated by phone the route.
47,16,shifted,nps,short,3,Judy suggested in March a dress.
23,27,shifted,nps,short,2,Bobby revealed at dusk the deeds.
48,17,shifted,nps,long,2,Todd suggested at once a large package with lots of presents for small children.
44,29,unshifted,nps,short,5,Mike dictated the words last year.
36,23,shifted,np,long,4,Raymond addressed very loudly a five page plan of withdrawal for the allied troops.
25,31,shifted,np,long,3,Jason forfeited with glee all of the winnings for the past seven horse races.
6,19,shifted,nps,long,5,The woman disclosed in August the birth and school records of the three young children.
7,5,unshifted,np,long,3,The manager transported the new sports line of running shoes and bicycling gear at three.
13,4,shifted,nps,short,4,The dealer demonstrated at ten a car.
17,15,unshifted,np,short,5,The teacher introduced the test with care.
42,2,shifted,np,long,2,Mary returned at tea the used car ad for a Chevrolet with low mileage.
18,3,shifted,nps,long,4,Mark mentioned very quickly the flyers for some lectures and slide shows on campus.
20,18,shifted,nps,long,5,Shelly disclosed in May top secret plans for a large fleet of defense missiles.
22,15,unshifted,np,long,4,The teacher introduced some hard math concepts for the one hundred point final with care.
29,29,unshifted,nps,short,5,Mike dictated the words last year.
30,3,unshifted,nps,short,4,Mark mentioned the flyers very quickly.
33,15,shifted,np,short,1,The teacher introduced with care the test.
2,15,unshifted,nps,long,2,The teacher announced some hard math concepts for the one hundred point final with care.
3,9,shifted,nps,long,4,Brian explained at lunch all of the answers on the twenty point English quiz.
53,7,shifted,np,long,2,Donald relinquished with joy some great front row center seats for the last performance.
26,0,unshifted,nps,long,4,The manager exhibited the new line of bright summer beach and resort fashions at noon.
50,1,unshifted,np,long,4,The contractor presented the plans for a lagoon and waterfall with red clay in July.
11,23,unshifted,np,long,4,Raymond addressed a five page plan of withdrawal for the allied troops very loudly.
12,5,shifted,nps,long,3,The manager demonstrated at three the new sports line of running shoes and bicycling gear.
27,6,shifted,nps,long,4,Robert proposed last semester one round trip plane ticket from New York to Atlanta.
14,14,unshifted,nps,short,5,The president announced the captain on Monday.
31,1,unshifted,np,long,1,The contractor presented the plans for a lagoon and waterfall with red clay in July.
54,18,shifted,np,long,1,Shelly carried in May top secret plans for a large fleet of defense missiles.
40,26,shifted,nps,short,4,Janet revealed at dawn some graphs.
15,16,shifted,nps,long,3,Judy suggested in March a gorgeous red and black silk dress with sparkling sequins.
32,4,unshifted,nps,long,4,The dealer demonstrated a brand new speedy silver sports car with chrome bumpers at ten.
16,11,shifted,nps,long,4,The woman indicated by phone the best routes to the Santa Monica beach and pier.
51,29,unshifted,np,short,4,Mike recited the words last year.
21,8,unshifted,np,long,5,Jake released all of the facts for the import and export taxes on Friday.
1,2,unshifted,nps,long,4,Mary mentioned the used car ad for a Chevrolet with low mileage at tea.
47,19,unshifted,np,long,4,The woman carried the birth and school records of the three young children in August.
23,31,unshifted,nps,long,4,Jason broadcast all of the winnings for the past seven horse races with glee.
45,30,shifted,np,long,2,Amy forfeited last week the high school girls state swimming title in New York.
34,8,unshifted,nps,long,5,Jake explained all of the facts for the import and export taxes on Friday.
44,28,shifted,nps,short,3,Kathy dictated last night the poem.
36,20,unshifted,np,short,5,David furnished the facts with hesitation.
4,1,unshifted,nps,short,5,The contractor exhibited the display in July.
46,22,shifted,np,long,2,Steven addressed during break a seven page letter with many details of the trip.
7,14,shifted,np,short,2,The president introduced on Monday the captain.
38,7,unshifted,np,long,3,Donald relinquished some great front row center seats for the last performance with joy.
10,7,unshifted,nps,short,2,Donald proposed some drafts with joy.
39,31,shifted,np,long,5,Jason forfeited with glee all of the winnings for the past seven horse races.
42,28,unshifted,np,long,5,Kathy recited all three verses from an old and famous French poem last night.
18,1,shifted,np,short,4,The contractor presented in July the display.
43,16,unshifted,np,long,5,Judy delivered a gorgeous red and black silk dress with sparkling sequins in March.
20,30,shifted,np,long,2,Amy forfeited last week the high school girls state swimming title in New York.
29,20,shifted,nps,short,2,David reported with hesitation the facts.
30,16,shifted,np,long,3,Judy delivered in March a gorgeous red and black silk dress with sparkling sequins.
33,19,shifted,np,long,2,The woman carried in August the birth and school records of the three young children.
3,1,shifted,np,short,2,The contractor presented in July the display.
24,26,unshifted,nps,short,4,Janet revealed some graphs at dawn.
5,27,shifted,np,long,1,Bobby transferred at dusk the short documents to the old mansion on the hill.
26,16,unshifted,nps,long,4,Judy suggested a gorgeous red and black silk dress with sparkling sequins in March.
35,18,shifted,np,short,1,Shelly carried in May notes.
50,10,shifted,nps,long,5,Alex indicated in detail each of the key points of conflict in an interview.
6,1,shifted,np,long,5,The contractor presented in July the plans for a lagoon and waterfall with red clay.
8,31,shifted,nps,short,4,Jason broadcast with glee the race.
54,10,shifted,np,long,4,Alex described in detail each of the key points of conflict in an interview.
37,30,shifted,np,short,2,Amy forfeited last week the game.
51,2,unshifted,nps,long,2,Mary mentioned the used car ad for a Chevrolet with low mileage at tea.
28,3,unshifted,nps,long,2,Mark mentioned the flyers for some lectures and slide shows on campus very quickly.
53,30,unshifted,nps,long,4,Amy broadcast the high school girls state swimming title in New York last week.
36,5,unshifted,nps,long,5,The manager demonstrated the new sports line of running shoes and bicycling gear at three.
46,5,shifted,np,short,2,The manager transported at three the sports gear.
10,19,unshifted,np,short,4,The woman carried the records in August.
52,7,shifted,np,long,1,Donald relinquished with joy some great front row center seats for the last performance.
40,28,shifted,np,long,4,Kathy recited last night all three verses from an old and famous French poem.
15,2,shifted,nps,short,3,Mary mentioned at tea the ads.
32,30,unshifted,np,long,5,Amy forfeited the high school girls state swimming title in New York last week.
16,6,unshifted,nps,long,4,Robert proposed one round trip plane ticket from New York to Atlanta last semester.
19,22,unshifted,np,long,5,Steven addressed a seven page letter with many details of the trip during break.
20,26,unshifted,nps,long,5,Janet revealed some more specific plans for a brand new defense plant at dawn.
21,3,shifted,nps,long,4,Mark mentioned very quickly the flyers for some lectures and slide shows on campus.
29,7,shifted,nps,short,3,Donald proposed with joy some drafts.
48,30,unshifted,np,long,5,Amy forfeited the high school girls state swimming title in New York last week.
34,14,unshifted,nps,long,5,The president announced the new vice chair of the first corporate finance group on Monday.
24,6,shifted,np,long,1,Robert relinquished last semester one round trip plane ticket from New York to Atlanta.
35,1,unshifted,nps,long,3,The contractor exhibited the plans for a lagoon and waterfall with red clay in July.
50,4,shifted,nps,long,2,The dealer demonstrated at ten a brand new speedy silver sports car with chrome bumpers.
8,19,shifted,np,long,4,The woman carried in August the birth and school records of the three young children.
27,8,shifted,np,short,4,Jake released on Friday the figures.
54,15,unshifted,np,short,5,The teacher introduced the test with care.
17,9,unshifted,np,short,4,Brian released the quiz at lunch.
43,0,unshifted,np,long,4,The manager presented the new line of bright summer beach and resort fashions at noon.
47,5,unshifted,np,long,5,The manager transported the new sports line of running shoes and bicycling gear at three.
33,7,shifted,nps,long,4,Donald proposed with joy some great front row center seats for the last performance.
2,4,shifted,nps,short,1,The dealer demonstrated at ten a car.
45,14,shifted,nps,short,2,The president announced on Monday the captain.
53,19,shifted,nps,short,2,The woman disclosed in August the records.
44,14,unshifted,nps,short,5,The president announced the captain on Monday.
25,9,shifted,nps,short,4,Brian explained at lunch the quiz.
46,26,shifted,np,short,2,Janet transferred at dawn some graphs.
6,27,unshifted,nps,long,5,Bobby revealed the short documents to the old mansion on the hill at dusk.
7,8,shifted,np,short,3,Jake released on Friday the figures.
38,20,unshifted,np,long,4,David furnished the facts on the strange bank robbery crimes in Utah with hesitation.
9,11,shifted,nps,short,2,The woman indicated by phone the route.
11,19,shifted,np,short,2,The woman carried in August the records.
13,1,unshifted,np,short,5,The contractor presented the display in July.
31,31,unshifted,np,long,2,Jason forfeited all of the winnings for the past seven horse races with glee.
37,3,unshifted,nps,long,4,Mark mentioned the flyers for some lectures and slide shows on campus very quickly.
40,18,unshifted,np,short,5,Shelly carried notes in May.
15,30,shifted,nps,long,3,Amy broadcast last week the high school girls state swimming title in New York.
32,1,shifted,nps,long,4,The contractor exhibited in July the plans for a lagoon and waterfall with red clay.
41,5,unshifted,nps,long,5,The manager demonstrated the new sports line of running shoes and bicycling gear at three.
42,19,unshifted,nps,short,5,The woman disclosed the records in August.
18,18,unshifted,np,short,3,Shelly carried notes in May.
19,26,unshifted,np,short,4,Janet transferred some graphs at dawn.
20,5,unshifted,nps,long,4,The manager demonstrated the new sports line of running shoes and bicycling gear at three.
51,1,shifted,np,long,4,The contractor presented in July the plans for a lagoon and waterfall with red clay.
28,18,shifted,nps,short,1,Shelly disclosed in May notes.
48,4,unshifted,nps,long,2,The dealer demonstrated a brand new speedy silver sports car with chrome bumpers at ten.
34,13,shifted,nps,long,5,The editor acknowledged at supper the first drafts of a long article and book review.
24,4,shifted,nps,short,2,The dealer demonstrated at ten a car.
26,21,unshifted,np,long,1,Jessica furnished the awful news of the refugees in the Far East last summer.
50,29,shifted,nps,short,4,Mike dictated last year the words.
52,30,unshifted,nps,long,3,Amy broadcast the high school girls state swimming title in New York last week.
39,4,unshifted,np,long,5,The dealer transported a brand new speedy silver sports car with chrome bumpers at ten.
54,21,shifted,np,short,1,Jessica furnished last summer the news.
16,18,unshifted,np,long,4,Shelly carried top secret plans for a large fleet of defense missiles in May.
43,30,unshifted,np,long,4,Amy forfeited the high school girls state swimming title in New York last week.
47,0,shifted,nps,short,5,The manager exhibited at noon the styles.
33,6,unshifted,np,long,2,Robert relinquished one round trip plane ticket from New York to Atlanta last semester.
2,17,unshifted,np,short,3,Todd delivered some gifts at once.
23,12,shifted,nps,short,1,The lawyer acknowledged with confidence the dividends.
45,17,unshifted,np,long,4,Todd delivered a large package with lots of presents for small children at once.
49,24,unshifted,nps,short,3,Sam recommended a treasure on Sunday.
53,5,shifted,nps,short,1,The manager demonstrated at three the sports gear.
44,6,unshifted,np,short,5,Robert relinquished one plane ticket last semester.
25,11,shifted,nps,long,5,The woman indicated by phone the best routes to the Santa Monica beach and pier.
4,23,shifted,nps,short,1,Raymond communicated very loudly a memo.
5,1,unshifted,np,short,5,The contractor presented the display in July.
35,8,shifted,np,long,4,Jake released on Friday all of the facts for the import and export taxes.
7,10,shifted,np,long,3,Alex described in detail each of the key points of conflict in an interview.
38,10,shifted,nps,short,4,Alex indicated in detail the offer.
11,26,shifted,np,short,4,Janet transferred at dawn some graphs.
12,1,shifted,np,long,5,The contractor presented in July the plans for a lagoon and waterfall with red clay.
27,9,unshifted,np,short,5,Brian released the quiz at lunch.
40,27,unshifted,nps,short,4,Bobby revealed the deeds at dusk.
17,23,shifted,nps,short,1,Raymond communicated very loudly a memo.
18,9,shifted,nps,long,5,Brian explained at lunch all of the answers on the twenty point English quiz.
20,10,shifted,nps,long,4,Alex indicated in detail each of the key points of conflict in an interview.
28,28,unshifted,np,long,4,Kathy recited all three verses from an old and famous French poem last night.
22,20,unshifted,nps,short,5,David reported the facts with hesitation.
29,30,unshifted,np,long,3,Amy forfeited the high school girls state swimming title in New York last week.
30,6,shifted,np,short,2,Robert relinquished last semester one plane ticket.
46,4,unshifted,nps,long,5,The dealer demonstrated a brand new speedy silver sports car with chrome bumpers at ten.
6,11,shifted,nps,long,5,The woman indicated by phone the best routes to the Santa Monica beach and pier.
10,9,unshifted,np,long,5,Brian released all of the answers on the twenty point English quiz at lunch.
14,1,shifted,nps,long,4,The contractor exhibited in July the plans for a lagoon and waterfall with red clay.
41,10,shifted,nps,long,5,Alex indicated in detail each of the key points of conflict in an interview.
16,1,shifted,np,long,4,The contractor presented in July the plans for a lagoon and waterfall with red clay.
19,24,unshifted,nps,long,3,Sam recommended an old treasure chest with some silver and gold trinkets on Sunday.
51,15,shifted,nps,short,3,The teacher announced with care the test.
33,29,unshifted,nps,long,5,Mike dictated the words to a popular country song in the South last year.
2,6,shifted,np,long,2,Robert relinquished last semester one round trip plane ticket from New York to Atlanta.
24,10,shifted,nps,short,2,Alex indicated in detail the offer.
53,17,shifted,np,short,2,Todd delivered at once some gifts.
36,18,shifted,nps,long,2,Shelly disclosed in May top secret plans for a large fleet of defense missiles.
25,20,shifted,np,short,2,David furnished with hesitation the facts.
5,7,unshifted,np,long,5,Donald relinquished some great front row center seats for the last performance with joy.
26,6,unshifted,nps,short,1,Robert proposed one plane ticket last semester.
35,11,unshifted,np,short,4,The woman described the route by phone.
50,2,shifted,np,short,2,Mary returned at tea the ads.
8,8,unshifted,nps,long,5,Jake explained all of the facts for the import and export taxes on Friday.
27,5,unshifted,np,long,4,The manager transported the new sports line of running shoes and bicycling gear at three.
52,2,unshifted,nps,short,5,Mary mentioned the ads at tea.
54,0,shifted,nps,short,2,The manager exhibited at noon the styles.
37,13,unshifted,np,long,5,The editor distributed the first drafts of a long article and book review at supper.
32,29,unshifted,nps,short,5,Mike dictated the words last year.
17,6,shifted,nps,long,2,Robert proposed last semester one round trip plane ticket from New York to Atlanta.
42,10,shifted,nps,short,4,Alex indicated in detail the offer.
21,19,shifted,nps,short,4,The woman disclosed in August the records.
3,2,unshifted,nps,short,4,Mary mentioned the ads at tea.
23,21,shifted,np,long,2,Jessica furnished last summer the awful news of the refugees in the Far East.
48,26,shifted,np,short,1,Janet transferred at dawn some graphs.
49,29,shifted,np,short,2,Mike recited last year the words.
34,30,unshifted,np,short,5,Amy forfeited the game last week.
44,12,unshifted,np,short,5,The lawyer distributed the dividends with confidence.
4,7,unshifted,nps,long,1,Donald proposed some great front row center seats for the last performance with joy.
46,8,unshifted,nps,short,5,Jake explained the figures on Friday.
9,18,unshifted,np,short,4,Shelly carried notes in May.
12,12,unshifted,nps,long,5,The lawyer acknowledged each piece of the evidence in the tax fraud cases with confidence.
13,28,unshifted,np,long,5,Kathy recited all three verses from an old and famous French poem last night.
31,10,shifted,nps,long,3,Alex indicated in detail each of the key points of conflict in an interview.
39,11,shifted,nps,long,5,The woman indicated by phone the best routes to the Santa Monica beach and pier.
40,11,shifted,nps,short,4,The woman indicated by phone the route.
16,17,shifted,np,long,4,Todd delivered at once a large package with lots of presents for small children.
20,0,shifted,np,long,4,The manager presented at noon the new line of bright summer beach and resort fashions.
28,22,unshifted,nps,long,2,Steven communicated a seven page letter with many details of the trip during break.
29,27,unshifted,np,short,5,Bobby transferred the deeds at dusk.
1,28,shifted,np,short,2,Kathy recited last night the poem.
47,12,shifted,nps,long,5,The lawyer acknowledged with confidence each piece of the evidence in the tax fraud cases.
2,16,shifted,np,short,2,Judy delivered in March a dress.
53,20,shifted,np,long,2,David furnished with hesitation the facts on the strange bank robbery crimes in Utah.
36,3,unshifted,nps,short,5,Mark mentioned the flyers very quickly.
25,8,unshifted,np,short,4,Jake released the figures on Friday.
26,17,shifted,np,short,1,Todd delivered at once some gifts.
35,17,unshifted,nps,long,2,Todd suggested a large package with lots of presents for small children at once.
50,11,unshifted,nps,long,4,The woman indicated the best routes to the Santa Monica beach and pier by phone.
6,16,unshifted,nps,short,5,Judy suggested a dress in March.
8,0,unshifted,np,short,5,The manager presented the styles at noon.
38,28,unshifted,np,long,5,Kathy recited all three verses from an old and famous French poem last night.
10,22,unshifted,np,long,4,Steven addressed a seven page letter with many details of the trip during break.
52,17,shifted,np,short,1,Todd delivered at once some gifts.
54,26,unshifted,np,long,2,Janet transferred some more specific plans for a brand new defense plant at dawn.
17,17,unshifted,nps,short,3,Todd suggested some gifts at once.
18,20,shifted,np,long,5,David furnished with hesitation the facts on the strange bank robbery crimes in Utah.
19,28,unshifted,nps,short,5,Kathy dictated the poem last night.
43,31,shifted,nps,long,4,Jason broadcast with glee all of the winnings for the past seven horse races.
51,10,unshifted,np,long,4,Alex described each of the key points of conflict in an interview in detail.
22,1,unshifted,nps,long,2,The contractor exhibited the plans for a lagoon and waterfall with red clay in July.
30,1,unshifted,np,long,3,The contractor presented the plans for a lagoon and waterfall with red clay in July.
23,14,shifted,np,long,4,The president introduced on Monday the new vice chair of the first corporate finance group.
45,1,unshifted,np,long,2,The contractor presented the plans for a lagoon and waterfall with red clay in July.
49,22,unshifted,np,short,5,Steven addressed a letter during break.
4,14,shifted,np,short,1,The president introduced on Monday the captain.
5,5,unshifted,nps,short,5,The manager demonstrated the sports gear at three.
13,26,unshifted,nps,short,5,Janet revealed some graphs at dawn.
31,11,unshifted,nps,long,3,The woman indicated the best routes to the Santa Monica beach and pier by phone.
40,30,unshifted,nps,long,4,Amy broadcast the high school girls state swimming title in New York last week.
32,6,unshifted,np,short,5,Robert relinquished one plane ticket last semester.
41,7,unshifted,np,short,5,Donald relinquished some drafts with joy.
42,31,unshifted,np,short,5,Jason forfeited the race with glee.
20,17,unshifted,np,long,3,Todd delivered a large package with lots of presents for small children at once.
29,19,shifted,np,short,1,The woman carried in August the records.
47,28,unshifted,nps,long,5,Kathy dictated all three verses from an old and famous French poem last night.
2,1,unshifted,np,short,3,The contractor presented the display in July.
53,0,unshifted,nps,long,5,The manager exhibited the new line of bright summer beach and resort fashions at noon.
44,21,unshifted,nps,short,5,Jessica reported the news last summer.
25,21,unshifted,np,short,2,Jessica furnished the news last summer.
26,11,shifted,nps,short,1,The woman indicated by phone the route.
35,26,unshifted,np,short,5,Janet transferred some graphs at dawn.
8,15,shifted,np,short,5,The teacher introduced with care the test.
12,27,unshifted,nps,long,4,Bobby revealed the short documents to the old mansion on the hill at dusk.
14,4,unshifted,nps,long,3,The dealer demonstrated a brand new speedy silver sports car with chrome bumpers at ten.
37,28,unshifted,np,long,5,Kathy recited all three verses from an old and famous French poem last night.
17,30,shifted,nps,short,1,Amy broadcast last week the game.
43,28,shifted,nps,short,2,Kathy dictated last night the poem.
22,5,unshifted,np,short,4,The manager transported the sports gear at three.
45,26,unshifted,nps,long,2,Janet revealed some more specific plans for a brand new defense plant at dawn.
49,6,shifted,nps,long,2,Robert proposed last semester one round trip plane ticket from New York to Atlanta.
34,16,unshifted,np,short,5,Judy delivered a dress in March.
24,2,shifted,np,long,1,Mary returned at tea the used car ad for a Chevrolet with low mileage.
36,14,shifted,nps,short,1,The president announced on Monday the captain.
38,29,shifted,nps,long,4,Mike dictated last year the words to a popular country song in the South.
9,7,shifted,np,long,4,Donald relinquished with joy some great front row center seats for the last performance.
10,0,shifted,nps,long,3,The manager exhibited at noon the new line of bright summer beach and resort fashions.
11,14,unshifted,nps,short,5,The president announced the captain on Monday.
39,2,unshifted,nps,long,5,Mary mentioned the used car ad for a Chevrolet with low mileage at tea.
16,0,unshifted,nps,short,4,The manager exhibited the styles at noon.
18,11,shifted,nps,short,2,The woman indicated by phone the route.
20,11,unshifted,nps,long,3,The woman indicated the best routes to the Santa Monica beach and pier by phone.
30,4,shifted,nps,long,3,The dealer demonstrated at ten a brand new speedy silver sports car with chrome bumpers.
1,26,shifted,nps,long,4,Janet revealed at dawn some more specific plans for a brand new defense plant.
3,5,shifted,nps,short,2,The manager demonstrated at three the sports gear.
25,15,shifted,nps,short,3,The teacher announced with care the test.
50,28,unshifted,np,short,5,Kathy recited the poem last night.
27,13,unshifted,nps,long,4,The editor acknowledged the first drafts of a long article and book review at supper.
52,28,shifted,np,long,2,Kathy recited last night all three verses from an old and famous French poem.
31,26,unshifted,nps,long,2,Janet revealed some more specific plans for a brand new defense plant at dawn.
37,31,unshifted,np,short,5,Jason forfeited the race with glee.
41,8,shifted,nps,short,1,Jake explained on Friday the figures.
19,29,shifted,np,long,4,Mike recited last year the words to a popular country song in the South.
43,4,unshifted,nps,long,4,The dealer demonstrated a brand new speedy silver sports car with chrome bumpers at ten.
29,10,unshifted,nps,long,3,Alex indicated each of the key points of conflict in an interview in detail.
47,1,unshifted,nps,short,5,The contractor exhibited the display in July.
48,23,unshifted,np,long,4,Raymond addressed a five page plan of withdrawal for the allied troops very loudly.
34,12,unshifted,np,long,5,The lawyer distributed each piece of the evidence in the tax fraud cases with confidence.
24,17,unshifted,np,short,2,Todd delivered some gifts at once.
53,29,unshifted,np,long,4,Mike recited the words to a popular country song in the South last year.
44,10,unshifted,nps,long,4,Alex indicated each of the key points of conflict in an interview in detail.
36,0,shifted,np,long,2,The manager presented at noon the new line of bright summer beach and resort fashions.
4,29,shifted,np,short,1,Mike recited last year the words.
6,29,unshifted,np,short,5,Mike recited the words last year.
7,18,shifted,np,long,3,Shelly carried in May top secret plans for a large fleet of defense missiles.
8,13,shifted,nps,long,4,The editor acknowledged at supper the first drafts of a long article and book review.
13,24,unshifted,np,short,5,Sam donated a treasure on Sunday.
39,17,shifted,np,long,3,Todd delivered at once a large package with lots of presents for small children.
54,28,unshifted,nps,long,5,Kathy dictated all three verses from an old and famous French poem last night.
40,3,shifted,nps,long,4,Mark mentioned very quickly the flyers for some lectures and slide shows on campus.
28,30,shifted,np,short,1,Amy forfeited last week the game.
21,27,unshifted,nps,short,5,Bobby revealed the deeds at dusk.
22,21,shifted,np,long,3,Jessica furnished last summer the awful news of the refugees in the Far East.
1,15,shifted,nps,short,3,The teacher announced with care the test.
33,10,unshifted,nps,short,1,Alex indicated the offer in detail.
49,5,unshifted,np,long,3,The manager transported the new sports line of running shoes and bicycling gear at three.
5,18,shifted,nps,short,4,Shelly disclosed in May notes.
50,3,unshifted,nps,short,5,Mark mentioned the flyers very quickly.
38,24,unshifted,np,short,3,Sam donated a treasure on Sunday.
9,27,unshifted,nps,short,4,Bobby revealed the deeds at dusk.
11,4,unshifted,nps,long,4,The dealer demonstrated a brand new speedy silver sports car with chrome bumpers at ten.
12,21,unshifted,np,short,3,Jessica furnished the news last summer.
27,21,shifted,np,short,1,Jessica furnished last summer the news.
52,27,unshifted,nps,short,3,Bobby revealed the deeds at dusk.
15,6,shifted,nps,short,2,Robert proposed last semester one plane ticket.
41,12,shifted,np,short,5,The lawyer distributed with confidence the dividends.
16,28,shifted,np,short,1,Kathy recited last night the poem.
42,0,shifted,np,short,4,The manager presented at noon the styles.
18,16,unshifted,nps,long,4,Judy suggested a gorgeous red and black silk dress with sparkling sequins in March.
19,0,shifted,nps,long,4,The manager exhibited at noon the new line of bright summer beach and resort fashions.
20,12,shifted,np,short,4,The lawyer distributed with confidence the dividends.
29,14,unshifted,nps,short,4,The president announced the captain on Monday.
30,8,shifted,nps,short,3,Jake explained on Friday the figures.
47,30,shifted,nps,short,4,Amy broadcast last week the game.
23,8,shifted,np,long,4,Jake released on Friday all of the facts for the import and export taxes.
45,19,unshifted,nps,long,2,The woman disclosed the birth and school records of the three young children in August.
53,24,shifted,np,short,2,Sam donated on Sunday a treasure.
44,23,unshifted,np,long,4,Raymond addressed a five page plan of withdrawal for the allied troops very loudly.
35,27,shifted,nps,short,2,Bobby revealed at dusk the deeds.
46,15,shifted,np,long,5,The teacher introduced with care some hard math concepts for the one hundred point final.
31,28,unshifted,np,short,5,Kathy recited the poem last night.
39,6,unshifted,nps,long,5,Robert proposed one round trip plane ticket from New York to Atlanta last semester.
32,21,unshifted,nps,short,5,Jessica reported the news last summer.
43,18,unshifted,nps,long,4,Shelly disclosed top secret plans for a large fleet of defense missiles in May.
28,21,shifted,nps,long,2,Jessica reported last summer the awful news of the refugees in the Far East.
21,0,unshifted,nps,long,4,The manager exhibited the new line of bright summer beach and resort fashions at noon.
1,8,unshifted,np,short,5,Jake released the figures on Friday.
33,16,unshifted,np,short,4,Judy delivered a dress in March.
48,10,unshifted,nps,long,5,Alex indicated each of the key points of conflict in an interview in detail.
50,27,shifted,np,short,4,Bobby transferred at dusk the deeds.
7,9,unshifted,np,short,4,Brian released the quiz at lunch.
11,10,unshifted,nps,long,5,Alex indicated each of the key points of conflict in an interview in detail.
12,9,shifted,nps,short,2,Brian explained at lunch the quiz.
13,3,unshifted,nps,long,5,Mark mentioned the flyers for some lectures and slide shows on campus very quickly.
37,16,shifted,np,short,2,Judy delivered in March a dress.
15,9,unshifted,np,long,4,Brian released all of the answers on the twenty point English quiz at lunch.
41,19,unshifted,nps,long,5,The woman disclosed the birth and school records of the three young children in August.
16,10,unshifted,np,long,4,Alex described each of the key points of conflict in an interview in detail.
42,14,shifted,nps,long,5,The president announced on Monday the new vice chair of the first corporate finance group.
20,16,shifted,np,long,4,Judy delivered in March a gorgeous red and black silk dress with sparkling sequins.
22,23,shifted,nps,long,3,Raymond communicated very loudly a five page plan of withdrawal for the allied troops.
29,21,unshifted,nps,short,5,Jessica reported the news last summer.
3,20,shifted,np,long,2,David furnished with hesitation the facts on the strange bank robbery crimes in Utah.
23,2,shifted,nps,short,2,Mary mentioned at tea the ads.
45,23,shifted,np,long,2,Raymond addressed very loudly a five page plan of withdrawal for the allied troops.
24,16,shifted,np,short,2,Judy delivered in March a dress.
53,14,unshifted,np,long,5,The president introduced the new vice chair of the first corporate finance group on Monday.
36,26,unshifted,nps,long,3,Janet revealed some more specific plans for a brand new defense plant at dawn.
26,10,unshifted,np,short,5,Alex described the offer in detail.
6,17,shifted,np,long,5,Todd delivered at once a large package with lots of presents for small children.
8,24,shifted,nps,short,4,Sam recommended on Sunday a treasure.
38,12,shifted,np,long,4,The lawyer distributed with confidence each piece of the evidence in the tax fraud cases.
10,20,unshifted,nps,short,4,David reported the facts with hesitation.
